item_category,item_id,brand,user_id,date,comment,rating,tonality
203,2030201,455,1225,2009-11-23,"Долго выбирал ноут до 21р, купил К50 и очень доволен своим выбором,Линукс сразу снес, поставил 7ку с 64, все летает на ура.   По играм претензий нет, практически все идут, новые на мин или на сред настройках, жаль что HDMI нет .  Уровень шума очень низкий, клава не греется + удобная цифровая клава.  Вывод : отличный ноут в своей ценовой категории для различных задач !!!",5,positive
413,4130401,678,2799,2014-08-07,Очень удобная штука на средние волосы,5,positive
103,1030105,331,2549,2013-05-28,"Не читайте те комменты, в которых пишут не очень и так далее!!! Саб крут, и давление дает такое, что просто едешь и балдеешь (при правильной настройке норм усилка, а не хлама) всем советую, не обломаетесь с качеством басса)))",5,positive
413,4130301,11,682,2009-12-17,"Всё правильно, но через месяц активного пользования, сломалась сменная головка, где её брать даже не представляю",4,positive
107,1070902,1,690,2011-01-23,"Отличный телевизор в своем классе! Качество на высоте!После покупки, телевизор оправдал все ожидания Качество изображения отличное. Встроенный FM-тюнер! Удобное управление с пульта! В СОНИ ценю дизайн!Используем его в качестве монитора, все супер! Всем советую!",5,positive
407,4070101,13,2758,2010-10-14,"крутая микравалновка у меня дома стоит,хорошая",5,positive
401,4010201,709,1538,2017-07-09,"Хорошо справляется с запахами, удобное управление, компактные размеры.",5,positive
515,5150101,11,1026,2015-12-07,"нормальные наушники.цена-качество!  крепление не очень,а так нормально.",4,positive
203,2030201,995,3094,2010-07-21,"хорошо, что я приобрёл тот, что без всяких пищалок, кряхтелок и других лишних шумов. только если не считать шума работающего кулера и то только после часа игры в Эффект Массы 2 при температуре в комнате 35+ (со звуком можно и не услышать)",5,positive
405,4050102,759,2947,2016-09-05,"С 17 июля '16г. этот вентилятор как включили на 3-ью скорость так он и работал до 12 августа - дома всегда кто-то находится, крутясь без остановки с поворотами (пока прохладно не стало на улице). За всё время было только два перерыва минут на 30. Мотор не грелся, шума - никакого. Стоит прочно, не шелохнувшись.    Много разных покупали и собирали вентилей (и кондишен есть, в этом году почти не включали, потому как в прошлом году все переболели из-за него) и про VITEK говорить, что кривой-расшатанный, - это странно, не верится. Полностью металлических вентилей нет уже, всё - пластмасса, частично немного металла.  У витека сборка - чёткая и простая, нигде ничего не люфтит и не раскачивается. Из-за отсутствия  люфтов он и работает бесшумно. VITEK - лучший в своем ценовом ряду. Это не Скарлет,  который только с пятого раза можно нормальный без косяков купить... Хотя цены, что на витек, что на скарлет, что на борк… и др.  – завышены. Пора снижать.",5,positive
103,1030105,592,783,2013-08-21,"Комплект отличный, купил себе в дуплет, мне всё оооочень нравится, отыгрывает на все 100%,басс просто шикарный,дребезжит всё что может дребезжать, мне говорили что усилок у них гавно, ниче подобного, всё отлично берите не пожалеете!)))",5,positive
207,2070202,877,2656,2010-12-19,"Хорошее звучание,стильный и удобные кнопки.",5,positive
406,4061001,76,767,2011-06-09,"Проработал около 2-х лет без нареканий и стала вытекать вода из-под стекла, хотя пользовались аккуратно, не били.  Регулятор очень удобный. Шумноват.",4,positive
401,4010301,13,8,2017-01-19,"В эксплуатации больше года. Особых нареканий не вызывает, со своими задачами справляется на ура. Выпечка в ней шикарна.  Шнур в комплекте, но без вилки. Это нормальная практика для всех духовых шкафов.",5,positive
303,3030501,1542,2815,2010-10-01,Этим должен обладать каждый владелец PS3!,5,positive
403,4030101,57,2141,2013-06-11,"Купили 8,06,13 года. Накопилось очень много вещей из-за того, что дважды поподался брак других производителей (Вернули в магазин) Спасибо indesit!!! Недорогая машина, а стирает очень хорошо и быстро!!!",4,positive
205,2050201,11,1026,2010-01-22,"телефон купил 15.01.2010 в м-видео.   начну с минусов.  1. поскрипывает панель сбоку.  2. не запускается аська (устанавливал с интернета).  3. при записи в телефонную книгу контакт сохраняется, но в телефонной книге его нет! очень удивился.  4. на 7 громкости (максимальная) хрипит динамик(    плюсы вы и так знаете, но тем не менее отмечу несколько:  1. батарея держит 2 дня при почти постоянном использовании как в режиме разговора, так и для личных целей (музыка, интернет, смс), хотя производителем заявлено 10 часов в режиме разговора.  стилусом не пользуюсь - лежит в коробке)  2. понравился дизайн тачфона.  3. нравиться меню.  4. камера хорошая.  5. отличный фонарь.    P.S. ловит (ттт) идеально.  вывод: телефон стоит своих денег, но это филипс.  удачи!",4,positive
406,4061102,64,2937,2010-01-11,Отличное изделие.  Приготовление всегда предсказуемо.   Жарит и печет равномерно .  Помимо противня умещает не хилую круглую сковороду (26 или 28 см кажется) за счет улубления в задней стенке.  Из минусов .. стальной корпус вечно в пятнах ))  Возможно занимает чуть многовато места на столе.,5,positive
405,4050101,759,2340,2010-07-14,"доволен!занимает мало места, отлично работает.особенно порадовал ионизатор воздуха и таймер.",5,positive
413,4130401,1466,1269,2013-05-28,"Мне его подарили, только он шел немного в другой комплектации. Он отработал 5 лет, сделан очень качественно, из приятной пластмассы и регулировка температур размещена очень удобно, да и волосы не выдергивает! Сейчас он сломался =( Но после 5 лет использования через день, это даже не обидно! =) Хочу взять той же фирмы, но с дисплеем температур.",5,positive
103,1030901,592,1557,2013-12-30,"Купил, поставил быстро, единственное дефлектор мешает, пришлось немного в сторону сдвинуть, что создает небольшой дискомфорт при посадке через эту дверь. Прием сигнала уверенный, часто езжу по России, так лучше не встречал.",5,positive
403,4030101,53,2937,2011-08-11,"Недавно приобрел эту машину. Выбирали очень долго (я вообще приверженец того, что хорошая техника не нуждается в рекламе, перерыли весь интернет и остановились на этой машине). Очень умный аппарат. Стирает просто великолепно. Все, что написано про бесшумный двигатель и безвибрационный отжим - абсолютная правда. Работа машины ночью абсолютно не мешает спать, ее просто не слышно (машинка стоит на кухне). Очень понравилось, что в процессе стирки машина ополаскивает кювету полностью и остатков моющего средства не остается. Если хотите получить удовольствие от покупки, тогда это машина для вас. Покупайте, не пожалеете.",5,positive
118,1180102,396,2923,2014-01-02,"Нормальный штатив при бережном отношении. Единственный минус - шарик с первого и  со второго раза не удается зафиксировать, так чтобы камера была ровно по уровню. Брал для видеокамеры, снимать сцены с пола . Цена оправданная. Главное при покупке смотрите, чтобы резиновые ножки не выпадали с посадочных мест.",4,positive
203,2030201,93,2656,2010-08-02,"Готов с вами поспорить, ноутбук очень хороший. И цена для ноутбука с такой производительностью очень даже приемлемая! Скорее всего это вам попался такой ноутбук. Если бы это была у него вечная проблема, тогда бы ещё несколько таких людей нашлось, почему то по отзывам, не только на этом сайте, я такой проблемы ни у кого не встречал.  Сам имею этот ноутбук, всё устраивает. Единственное только, что windows 7 home basic стоит, но это мелочи, кому надо и переустановит. Навязывать другим этот ноутбук я не буду, но если кто-то решил его приобрести, уверяю, вы не пожалеете! Ну, а доп гарантию я всё же советую взять, т.к никто ни от чего не застрахован! Смело даю ему 5 баллов!",5,positive
403,4030101,81,1851,2014-12-27,"Пишу еще, чтобы другие не наступали на эти же грабли. Транспортировочных болтов 3 штуки, верхний самый большой. Обязательно удаляйте и красную (думала заглушка или прокладка). Так вот она как раз длиной 5 см пластиковая и об нее стучит барабан при отжиме. Все удалила. Машинку почти не слышно!!! Рекомендую покупать!!!",5,positive
413,4130401,1466,2170,2010-08-16,"Я тоже осталась довольна! Устраивает всё: и качество, и цена ;) Советую!",5,positive
411,4110104,11,2960,2015-08-10,"Это действительно мощный пылесос и очень тихо работает по сравнению с другими. В магазине мне его продемонстрировали и у меня не осталось сомнений что это то, что мне нужно. Не пожалел нисколько о выборе. И кстати мешки сменные, это очень удобно, наполнился, выбросил и не нужно ничего трясти, мыть и т.п. Предыдущий так же был с мешками, поверьте, очень удобно!",5,positive
207,2070202,1008,580,2010-04-22,"Нормальный плеер, если разработать джойстик, то не придется тыкать по 200 раз, чтобы переключить песню. Звук отличный, единственное, конвертер хрень, постоянные несовпадения картинки и болтовни. Удобное меню, и достаточно памяти, чтобы закачать любимые песни. Не знаю как остальным, но мне нравится.",5,positive
410,4100201,64,1538,2017-02-18,"неприхотливость, капучинатор, европейское качество, можно найти запчасти на любой узел",4,positive
403,4030101,57,2170,2014-12-02,"Купила такую машинку в 2008 году, стирает отлично до сих пор, для маленькой семьи самое оно!!!",5,positive
401,4010201,709,767,2016-06-02,"Купил. Пока только могу сказать, что работает не шумно, тянет хорошо. Если включена на какую-нибудь скорость, то при выдвижении фильтра включается автоматически, а если задвинуть - выключается.  Минусов пока не обнаружил.  Заказывал через личный кабинет, получил СМС о том, что товар в магазине, приехал в магазин - получил и всё. Быстро и удобно.",5,positive
205,2050201,318,656,2011-05-04,"Хороший аппарат, пользуюсь более полугода, нареканий в работе  не было. На долго хватает батареи, динамик громкий, хороший дизайн, удобно держать в руке, радует новая ОС.  Из минусов - быстро облетает серебрянное напыление на джойстике и поверхность телефона почти всегда заляпана отпечатками. Ну и еще при ярком свете, например летом днем, очень плохо видно что на экране.",5,positive
404,4040106,829,690,2013-02-06,"Купили этот тепловентилятор несколько месяцев назад, пользуемся регулярно и очень довольны: комнату нагревает быстро,прост в эксплуатации, нет сильного шума и неприятного запаха + недорогой. Как раз то, что называется техника для реальной жизни. Всем советую, хороший прибор!",5,positive
203,2030201,534,257,2010-01-18,"Купила сегодня ноутбук!Просто в восторге от его многофункциональности!!!Посмотрим, как будет работать дальше!",5,positive
403,4030101,49,573,2010-02-04,"Стираем на ней ,уже больше года с учетом стирки детских вещей. Никаких проблем не было, стирает хорошо, есть удобный режим быстрой стирки, довольно тихая, словом, нам нравится ))",5,positive
412,4120101,759,551,2011-02-16,"Действительно, при заливании кипячёной воды, утюг в дальнейшем начнёт гладить с накипью. Всегда мучились с очисткой этого утюга. Насчёт того, что протекает вода, так не нужно заливать воды больше отметки МАХ. У нас этот утюг проработал 2 года и просто перестал нагреваться.",4,positive
207,2070202,668,656,2010-02-08,"Прикольный плеер. Качево звука хорошее! Видео еще лучше, если правильно кодировать!Конвертируйте видео в размер 320*240 через XvID в avi!  За эти деньги хорошая вещь! Все предельно просто!",5,positive
107,1070904,13,656,2010-06-04,"Аппарат хороший(по соотношению цена/качество). Он у меня второй после плазмы от Panasoniс 50'.   Эфир со спутника транслирует, хорошо, чуть уступая  вышеуказанной плазма, но лучше растягивает изображение формата 4:3. Отыгрывается в полный рост перед плазмой, при воспроизведении HD видео,сигнала с компьютера в разрешении 1920*1080 и другого видеосигнала с высоким битрейтом (спорить о преимуществах плазмы и ЖК не буду). Экран не бликует, а для моей комнаты это важно. Плазму(она у меня без антибликового покрытия) там солнечным днём смотреть не могу. Меню удобное с кучей настроек, простое. Имеет неплохой звук, для встроенных динамиков.Разнообразных входов/выходов достаточно. Мне, лично, хватает сполна для подключения одновременно всей имеющейся у меня аппаратуры. Из минусов могу отметить лишь легко царапающийся пластик, и то,что к нему сильно липнет пыль.",5,positive
403,4030101,57,968,2017-07-23,"Цена, простота, узкота.",5,positive
203,2030301,93,2006,2010-06-03,"Компьютер хорош!  Процессор летает, а не работает!  В общем всё отлично, не считая небольшого дребезжания после включения компьютера",5,positive
403,4030101,1425,1569,2011-06-15,"Машинка супер.  Управление: интуитивно понятное, инструкция нужна только чтобы узнать куда порошок засыпать и зачем дополнительная кювета.  Шум: супер тихая. Можно шёпотом разговаривать :)  Надёжность: пока не знаю.    Рекомендую.",5,positive
203,2030301,692,656,2010-08-23,"Купил в Марте пользуюсь...и очень даже нравится,правда Windows 7 домашняя базовая стояла,но я ее поменял на 7 Ultimate,а так все хорошо,пока не жалуюсь)))",5,positive
408,4080301,48,2815,2015-05-01,"Третий день в эксплуатации, в целом неплохо.  Один серьезный недостаток имеется все таки. Тупая инструкция. Куча ненужной информации, зато действительно необходимое проигнорировано. Режим быстрого нагрева, не указано время. Смысл тогда в нем, если нагревать можно и в других режимах. Отсутствие временных интервалов, очень серьезная оплошность",5,positive
404,4040105,617,1432,2009-10-05,"За свои денежки отличный товар, купил на распродаже, проветрил пару часов, и пользуюсь с удовольствием",5,positive
403,4030101,49,1046,2010-03-30,Отличная машина я рад этой покупке,5,positive
406,4061102,64,1861,2010-03-24,"Купили аппарат в январе, это реально мини-духовой шкаф!!!!! Есть все - конвекция, гриль, также часто пользуемся разморозкой, мясо и рыба, получается сочными! Очень  пригодился таймер и функция подогрева... Единственный минус - это все же - размер, занимает не мало места, хотя если сравнить сколько места занимает обычная плита (в т.ч. духовой шкаф) - это цветочки.....",5,positive
403,4030101,57,2951,2011-07-14,Купила машину Indesit wisn 100 два года назад. До сих пор отлично работает. Правда очень сильно шумит во время отжима. Но учитывая что это Российское производство. Так что шум браком не считаю. У знакомых такая же и тоже сильно шумит.,4,positive
411,4110102,81,1225,2010-01-25,"Первые впечатления - всё просто супер! Работает негромко, а тянет хорошо даже на малом режиме.",5,positive
404,4040203,725,257,2014-10-02,"Увлажнитель отличный. Но проработал 3 года. При аккуратном использовании, своевременной очистке и смене картриджа ежегодно, стоимость которого 800 рублей. Ремонт дорогой, закончился срок службы мембраны, по словам сервисного центра, частая причина.",5,positive
413,4130401,11,1869,2013-07-30,"Понравился. Волосы не пересушивает, мощность достаточная. Укладку им делаю без каких-либо проблем. У моей родственницы такой же, она собственно им тоже вполне довольна.",5,positive
404,4040104,64,2539,2013-12-18,"Сборка не КНР, а Россия.",5,positive
401,4010201,709,2489,2016-01-03,"Красота! Скоро год, как мы ее купили и вытяжка только радует своей производительностью)) Ее очень просто использовать, в управлении отсутствуют всякие ненужные навороты, все предельно ясно и даже без мануала можно понять принцип ее работы. Хорошо вписывается в любой интерьер, в нашем случае покупалась под деревянную кухню и выглядит в ансамбле с ней очень красиво))) Заметила, что реже стала протирать кафельные стены вокруг рабочей поверхности плиты - жир просто улетучивается после приготовления еды, кроме этого запахи тоже убирает на ура, особенно после жарки рыбы или мяса. Шум на первой скорости не беспокоит, но двойка и тройка уже громче работают, впрочем, звук вполне терпимый. Из недостатков только отпечатки пальцев на самой поверхности вытяжки беспокоят, но кроме этого все отлично))",5,positive
412,4120101,617,1869,2012-12-21,"Утюг хороший за такую цену. Пересушенные вещи без отпаривания не отутюжить, а так утюжит и отпаривает хорошо. Пластмассой не пахнет, но воду в нем оставлять после окончания работы не стоит, она вытекает.",4,positive
411,4110104,11,3172,2012-04-15,"Купили пылесос неделю назад!  Огромное спасибо продавцам - консультантам в \""М-Видео\""!  Теперь о пылесосе - отличная вещь! Пыль собирает на УРА!В доме маленький ребенок и животное, обожающее линять - то есть кошка, с предыдущим пылесосом такой чистоты не было, всю кошачью шерсть с ковров убрал. А турбо щетка это отдельная песня - ковры с длинным ворсом - ворс приподнимает и всю грязюку собирает. Таких чистых и если можно так сказать расчесанных ковров я не припомню. Про чистку турбо щетки - это не трудно - даже волосы длинные, вы же расческу простите за собой чистите! Про удары статического электричества - в инструкции об этом написано! И товарищи курс физики в школе вспомните и все вопросы отпадут - при такой мощности. Да конечно можно было бы и изоляцию где-то сделать или пылесосить только за пластиковую часть, но на полной мощности таки накапливает это электричество - я думаю у производителей все впереди. Попробовали пройтись на полной мощности по линолеуму - во время остановились - приподнимает!Конечно на вкус и цвет сойтись с кем либо сложно, а вот от меня пылесосу - спасибо!",5,positive
406,4061001,617,1988,2011-07-26,"Чайник в принципе не плохой, отработал 2 года, на данный момент сгорела помпа, замены нет. Собираюсь купить новый.",4,positive
219,3050101,1542,968,2010-09-30,"Раньше начиная с 06 ФИФА на компе ПЕС действительно рулил, а в этом году, с переходом ФИФА11 на некст-ген, ПЕС suck hard...    Так что игру однозначно нужно покупать лицензию, чтобы полностью насладится всеми режимами, а главное мультиплеером.",5,positive
203,2030201,995,767,2010-03-11,"Согласен с Рафом. Видимо тоже поторопился с dv6-2019er. Кто колеблется, покупать или нет этот ноутбук - берите не раздумывая.",5,positive
407,4070301,120,3224,2010-04-21,"Доброго времени суток! Мне эта микроволновка прослужила 1,5 года, затем вышел из строя блок управления - точнее шлейф наборного поля, вот сейчас пытаюсь найти на митинском радио-рынке.",4,positive
407,4070101,15,1538,2011-07-13,"Приобрели эту печку уже давно. Очень простое и доступное меню, достаточно мощная. Никаких недостатков при использовании не обнаружили. Всем советуем!",5,positive
406,4060801,62,2217,2010-09-08,"Купите не пожалеете!!! Хлеб отличный, тесто ставила подходит быстро.",5,positive
207,2070202,925,567,2011-06-23,в этом плеере есть блокировка клавиатуры.  Плеер хороший!:)уже год пользуюсь...,5,positive
406,4061101,76,1026,2012-10-09,"Отличная вещь, печем и блины и оладьи из кабачков, даже яичницу жарил, очень удобно, отличное и вкусное развлечение для всей семьи!",5,positive
205,2050201,11,978,2010-01-25,"Телефон в принципе норм, громкие динамики, мощный аккумулятор, но зато на отдельных абонентов и даже на группы не поставить индивидуальных звонков, так же в магазине говорили, что в комплекте идёт флешка, нет",4,positive
218,3050301,1637,1621,2013-10-01,"Антивирус AVG просто супер. Пользуюсь им уже два года. Защищает практически от всего, что есть плохого в глобальной сети. Рекомендую всем именно его.",5,positive
303,3030501,1542,2923,2011-06-29,"Играл минут 30.  Первое впечатление от игры - не плохое, ну и не шикарное, многие хвалили её до ужаса. Я ничего особенного не увидел. Может быть в дальнейшем моё мнение изменится.",4,positive
203,2030301,93,2721,2010-05-08,"Хороший системник, мощный,быстрый и не занимает много места как другие. Процессоры новой серии i3, частота вообще не реальная 2.93Ггц, видео карта GeForce GT320 тоже новая и жестокая память видюхи 1024 мб хватает всего с головой, игра никакая не глючит, даже последняя, но xbox 360 лучше и мощнее и быстрее, игру устанавливает за 1 минуту xbox 360, но он ведь для этого и предназначен. Acer тоже нехилый, устанавливает за 7 минут, короче, для всего хорош.=)",5,positive
103,1030804,1339,1226,2010-12-28,Хороший товар.  Удобно то что можно заряжать в машине.  Недостатки: в принципе незначительные. Нужно 4 аккумулятора на одно устройство. Гарнитура не в комплекте.,5,positive
411,4110102,13,655,2011-07-07,"Мне лично понравился дизайн пылесоса маленький и удобный купил полгода назад тоже доволен пылесосом .. тем что без мешков, но минус это промывка фильтров есть такая тема но это делается не каждый раз,а раз в месяц. Тяга отличная. понравилось ещё трубка раскидная т.е. настраиваешь её под свой рост.",4,positive
411,4110103,1557,1610,2013-04-17,"Выше писала про слабую тягу. Беру свои слова обратно. Засасывает смертельно. Двадцатилетний ковер преобразился до неузнаваемости - ворс поднялся, расцветка стала намного ярче. Когда читала инструкцию, видела, что резервуар необходимо наполнить до уровня на ЗАДНЕЙ стенке, плохо посмотрев, не нашла его и налила до уровня на боковой. Откуда же здесь взяться тяге?!!! Надеюсь, мой опыт будет полезен для кого-то.",5,positive
401,4010301,13,2686,2012-03-19,"Хорошая духовка, стильная, пропекает равномерно! Всем радует, вот только часы действительно бегут на минуту в неделю, надоело корректировать. Похоже эта проблема сидит в контроллере, самсунгу за это минус.",5,positive
406,4060601,62,93,2015-05-30,"Вот уже 3 года верой и правдой служит мне этот малыш, за это время накопилось не малое количество удачных рецептов. Чего мы в нем только ни делали: и диетические вафли, и классические, и брюссельские, и хрусятящие.  Бутерброды со всем, что только найдется в холодильнике.  Очень рада,что мой выбор пал именно на мулинекс, год назад желтому другу компанию составил новый чайник мулинекс-тоже желтый.  Пять звезд данному прибору и моя безграничная любовь)",5,positive
406,4061201,10,763,2013-03-29,"Пользуюсь уже год и теперь не представляю как обходилась без неё. Почти все блюда готовлю в ней, кроме супа (на плите больше нравится). Каши получаются намного вкуснее и не нужно следить чтобы не пригорела, не выкипела, включил и занимаешься своими делами. Запеканки, плов, гарниры, рагу, рыба всё очень вкусно. А еще и пароварка, каждый день ребенку отвариваю овощи на пару. Ну и огромный плюс всех мультиварок, включил и ушел. У кого маленький ребенок это просто палочка-выручалочка!",5,positive
413,4130401,1535,1086,2015-04-17,"Купила его на днях, за бонусы. Выбрала этот,  не разочаровал. Нагревается быстро, выпрямляет гладко, как по маслу, волосы не рвет.   В руке лежит удобно. Легкий.  Из минусов, наверное, только то, то ли слишком нагревается, что обжигает пальчики, то ли я его как-то не в том месте держу при укладке, но это мелочь. Главное результат.  Кто сомневается в нем - очень даже хороший выпрямитель, еще и за такую цену. В любом случае, у вас есть 2 недели для проверки качества товара! =)",5,positive
410,4100301,64,2762,2013-07-10,"Отличная кофемолка, по идеи выбора было много в магазине, по чему остановился на этой модели, просто когда я смотрел размер резервуара что бы был побольше я заметил во многих брендах очень едкий химический запах самого пластика исходил, и как раз у делонги этого я и не заметил не кого запаха там не было, так что кто думает о здоровье стоит призадуматься. De Longhi KG 40 Black -молодец:)",5,positive
203,2030201,995,215,2009-08-24,"Купила эту модель 2 недели назад, ноут выбирала долго и придирчиво.    За эти деньги, при компактности, хорошей производительности и красивом дизайне- лучший вариант!!!    К фирме Паккард пока недоверие, все-таки недавно на российском рынке...    О покупке не пожалела, ноут очень нравится.    Из недостатков: слишком громозкий кабель от ЗУ, экран не очень яркий, на мой взгляд, надежность клавиш под сомнением, у меня одна кнопка болтается уже...",4,positive
205,2050201,318,63,2009-08-13,"Аппарат фактически два в одном:  Во первых это отличный mp3-плэер, реализованный на отдельном dsp, как во всей серии express music - что позволяет прослушивать музыку и радио в фоновом режиме. Поддерживает микро-sdhc карты (8Гб - проверено), имеет 3.5мм гнездо для наушников и достаточно качественный (для своего класса) отдельный встроенный динамик громкого воспроизведения. Радио - классически, без комментариев.  Во вторых - это современная мобила на платформе S40 пятого поколения, поддерживает J2ME MIDP 2.0  и имеет достойный экран 240x320. Из коммуникаций: поддержка EDGE, Bluetooch 2.0, многофункциональный USB порт. Вдобавок ко всему аппарат имеет камеру 2Мпикс, обеспечивающую достойные снимки (для устройства подобного класса).  Вдобавок к перечисленному телефон очень компактен, и что еще не маловажно - имеет очень привлекательную цену, фактически лучшее соотношение цена/функционал из всех представленных в продаже телефонов.",5,positive
406,4060501,879,2626,2017-05-10,"удобно, вкусный сок, можно делать гранатовый сок",5,positive
515,5150101,1,767,2010-11-13,"купил вчера.  пока работают хорошо,но только с линейного входа, при подключении к выходу для наушников сильные помехи!!!!  а в остальном всё хорошо....",4,positive
503,5030401,770,1662,2009-08-08,"Первое впечатление от колонок довольно-таки не плохое., качество звучания на любой громкости не плохое, хрипоты по крайней мере пока не слышно., Сабвуфер для его небольшого размера выдает очень не плохие низкие частоты...проверял на соседях., На мой взгляд есть и пару минусов этих колонок...это то что управления громкостью сабвуфера находиться на самом корпусе сабвуфера а не на пульте ДУ что могло быть очень удобным., А второй минус на мой взгляд это немного коротковатый провод который идет от колонок к сабвуферу. С уверенностью могу сказать что эти колонки стоят этих денег.",4,positive
205,2050201,13,954,2010-02-10,Супер цена за 3G. Качество исполнения на высоте. Берите пока есть. Выпуск этой модели уже прекращён. Все плюсы. Кроме одного. У этого аппарата батарея не очень сильная. Но мне хватает. Карту до 8Гб держит. Рекомендую!,5,positive
107,1070907,13,1565,2010-07-09,"Купил вчера по акции!до этого был Томносон(диагональ как у самсунга)И покупкой доволен!Из маленьких недостатков:не очень понравился звук-для прослушивания и просмотра новостей нормально, но для прослушивания музыки и просмотра фильмов -придётся покупать акустику,в телевизоре преобладают высокие частоты - и при регулировке средних частот-качество звука становится как из ведра!Что касается изображения -то оно тоже на 4ку!на большинстве каналов какая-то рябь!она в принципе не очень мешает -но человеку свойственно хотеть самого лучшего!(думаю если подключить цифровое тв, то рябь исчезнет)!   В итоге - за 12 000 думаю в магазинах найти практически невозможно!если кто-то хочет что-то лучшего с такой диагональю, то возьмите с собой 25-30 тысяч и вперёд в магазин!за такие деньги с такой диагональю уже можно ждать чего-то отличного!",4,positive
411,4110102,13,3061,2010-04-13,"До этого пылесоса были два Самсунг и LG . Стало удобнее управление на ручке, шланг длиннее, трубка более продумана. Турбощётка стала лучше.Контейнера хватает на две уборки 3-ком. квартиры. Фильтр приходится мыть после четырёх уборок.  Сразу берите запасные фильтры.  Есть модели с особыми фильтрами, которые не продаются.Поэтому взял эту и не жалею.",4,positive
