item_category,item_id,brand,user_id,date,comment,rating,tonality,translated_comment
205,2050101,13,1440,2009-09-02,"Пользуюсь этим телефоном 6 месяцев, предпочитаю самсунги, поэтому всегда слежу за новинками и по возможности покупаю. Ну, что можно сказать.... я не совсем довольна, уже два раза пришлось обращаться в гарантийную мастерскую с одной и той же проблемой, заедает шторка фотокамеры, да и виснет частенько. Сейчас я бы уже НЕ купила эту модель!",4,positive,"I have been using this phone for 6 months, I prefer Samsung, so I always keep an eye on new products and buy them whenever possible. Well, what can I say.... I am not completely satisfied, I have already had to go to the warranty workshop twice with the same problem, the camera shutter gets stuck and often freezes. Now I would NOT buy this model!"
406,4060801,86,1565,2013-01-09,"Купил ее месяц назад, хлеб получается отличный, не в сравнение с магазинным, с тех пор в магазине хлеб еще не покупал. Хорошая вещь, советую.",5,positive,"I bought it a month ago, the bread turns out great, not comparable to the store-bought one, I haven&#39;t bought bread in the store since then. It&#39;s a good thing, I recommend it."
401,4010401,53,2170,2013-01-20,"Пользуюсь ПММ уже 4 месяца.Отмывает все прекрасно. И налеты от чая, жирные сковородки. Вся посуда сверкает. Бокалы натирать не приходиться после мытья сухие и блестящие. Покупкой очень довольна! Это моя главная помощница на кухне! Рекомендую!",5,positive,"I have been using the dishwasher for 4 months now. It washes everything perfectly. Tea stains, greasy pans. All the dishes sparkle. I don&#39;t have to rub the glasses after washing, they are dry and shiny. I am very happy with the purchase! This is my main assistant in the kitchen! I recommend it!"
410,4100301,759,2656,2013-12-21,"Дёшево и сердито. Свою функцию выполняет полностью, но если бы добавить оборотов и мощности двигателя на 10-20% - это был бы бестселлер! Когда хочется размолоть помельче, просто достаточно наклонять туда-сюда, для того чтобы нож разогнался. Легко чистится и идеально защищает от травмы при использовании, так как если не наденешь правильно и плотно крышку, она просто не включится.",4,positive,"Cheap and cheerful. It does its job perfectly, but if you add 10-20% of the engine speed and power, it would be a bestseller! When you want to grind finer, you just need to tilt it back and forth to get the knife up to speed. It is easy to clean and provides perfect protection from injury when using, because if you do not put the lid on correctly and tightly, it simply will not turn on."
516,5160305,759,1906,2011-01-12,отличный аппарат.всем довлен.особенно дизайном.,5,positive,Excellent device. I am satisfied with everything. Especially the design.
409,4090101,48,2170,2010-10-04,"Посудомойка очень хорошая! пользуемся уже второй год. Большой плюс - практически бесшумная - очень важно для тех, у кого небольшие квартиры. Работает четко. вовремя показывает, когда заканчивается соль или там ополаскиватель. Эффективно моет и на таблетках и порошком. Суперр отмывает старый хрусталь - достаешь его из посудомойки - он как новый, все грани сияют!!! Вообщем хороший выбор.",5,positive,"The dishwasher is very good! We have been using it for the second year. A big plus is that it is almost silent - very important for those who have small apartments. It works clearly. It shows in time when the salt or rinse aid is running out. It washes effectively with both tablets and powder. It washes old crystal superbly - you take it out of the dishwasher - it is like new, all the edges shine!!! In general, a good choice."
413,4130801,63,1851,2013-07-02,"Лилия, брейтесь и дальше бритвами=) по мне то эта модель устраивает вполне, берет волосы даже очень короткие, консультант девушка сказала что волосы берет от 0,5 мм. Проблем не испытывала. Да и к тому же этот эпилятор действительно охлаждает кожу, а до этого был другой, покупала салфетки охлаждающие, спрашивается, зачем такие заморочки, когда в этой модели они уже не нужны. И что важно, цена адекватная. Я вообще не понимаю, за что платят люди покупая дорогие эпиляторы?! 40 пинцетов, и здесь в два раза меньше, а качество эпиляции тоже. Мне кажется это больше маркейтинговый ход. Что купить решать вам, я то свой выбор сделала.",5,positive,"Lily, keep shaving with razors=) I am quite satisfied with this model, it takes even very short hair, the consultant girl said that it takes hair from 0.5 mm. I had no problems. And besides, this epilator really cools the skin, and before that I had another one, I bought cooling wipes, the question is, why such a hassle, when in this model they are no longer needed. And what is important, the price is adequate. I do not understand at all what people pay for when buying expensive epilators?! 40 tweezers, and here twice less, and the quality of epilation too. I think this is more of a marketing ploy. What to buy is up to you, I have made my choice."
208,2080101,80,3093,2009-12-09,"Мне очень понравился, купила себе, сижу радуюсь",5,positive,"I really liked it, I bought it for myself, I&#39;m sitting here happily"
406,4060101,76,2799,2010-03-31,"Хороший комбайн по сравнению с другими марками такими как Bosh  некоторыми другими, очень удобное нахождение насадок (внизу комбайна),нет необходимости их держать насадки не ломаются и не гнутся, в общем очень понравился.",5,positive,"A good food processor compared to other brands such as Bosh and some others, very convenient location of the attachments (at the bottom of the food processor), no need to hold them, the attachments do not break or bend, overall I really liked it."
101,1010102,1,2362,2010-08-23,"Все работает отлично , мне понравился .",5,positive,"Everything works great, I liked it."
107,1070902,1,2937,2011-02-14,"Если флешку перестал видеть - сбросьте настройки телевизора на заводские. У меня подобная проблема была после подключения hdd (без отдельного питания) - и винт не определялся и флешку телек переставал видеть. После сброса настроек флешку снова видел. Hdd на 1,5 ТБ со своим питанием видит без проблем.",5,positive,"If the flash drive is no longer seen, reset the TV to factory settings. I had a similar problem after connecting the HDD (without a separate power supply) - the drive was not detected and the TV stopped seeing the flash drive. After resetting the settings, the flash drive was seen again. The 1.5 TB HDD with its own power supply is seen without problems."
203,2030201,93,90,2010-02-10,Хороший бук. Семерка летает. Игры тоже отлично.,4,positive,Good book. Seven flies. Games are also great.
401,4010201,1020,2923,2013-04-22,"Дизайн - отличный! Минусы: шумит сильно, часы спешат, кожух крепиться через одно место!",4,positive,"The design is great! Cons: it makes a lot of noise, the clock is running fast, the casing is attached in one place!"
403,4030201,2159,1417,2017-01-25,"1. Практически невесомая - весит всего 7 кг. 2. За 3 минуты стирки эффект лучше, чем за 1 ч 45 мин в автомате (Zanussi); а те максимальные 15 мин, на которые рассчитан таймер, нужен, наверное, для стирки без порошка ооочень грязного белья. 3. Можно постирать хоть один носовой платок - не надо килограммы накапливать, чтобы запустить автомат.",5,positive,"1. Almost weightless - weighs only 7 kg. 2. The effect of 3 minutes of washing is better than 1 hour 45 minutes in a machine (Zanussi); and those maximum 15 minutes, for which the timer is designed, are probably needed for washing very dirty laundry without powder. 3. You can wash at least one handkerchief - no need to accumulate kilograms to start the machine."
406,4061201,10,238,2010-07-01,"Полгода балдею от мультиварки! При повышенной занятости, когда на готовку времени мало, она  - незаменимая штука. И вкус блюд отличный.",5,positive,"I&#39;ve been crazy about the multicooker for six months! When I&#39;m very busy and have little time to cook, it&#39;s an irreplaceable thing. And the food tastes great."
107,1070902,80,2656,2010-09-21,"Телевизор отличный только не могу понять как разблокировать USB для просмотра видео(светодиодами или еще какимнибудь методом), подскажите пожалуйста.",5,positive,"The TV is excellent, but I can’t figure out how to unlock the USB to watch videos (using LEDs or some other method), please tell me."
413,4130401,1535,2704,2015-07-05,"это просто очумительная плойка, греется моментально и сразу горячая, за 5 минут себе укладку каре сделала)) безумно рада, не ожидала за такую цену такоооой товар! для прямых но не гладких и непослушных волос самое оно, да мне в парикмахерской не все уложить могли!",5,positive,"this is just an amazing curling iron, it heats up instantly and is immediately hot, I did a bob in 5 minutes)) I&#39;m incredibly happy, I didn&#39;t expect such a product for such a price! for straight but not smooth and unruly hair it&#39;s the best, but the hairdresser couldn&#39;t do everything for me!"
205,2050201,318,1662,2010-11-02,"у меня телефон второй год, и я не жалуюсь, сколько раз падал ничего серьёзного только 4 царапинки, упал с 4 этажа появилась только вмятинка на металлической полосе и всё. Телефон вобщем очень хорош а если его ПО обновлять в соответствии с выпуском новой версии ПО то телефон станет ещё лучше и быстрее. Телефон оправдывает ожидания",5,positive,"I have had the phone for the second year, and I have no complaints, how many times I fell, nothing serious, only 4 scratches, fell from the 4th floor, only a dent appeared on the metal strip and that&#39;s it. The phone is generally very good, and if its software is updated in accordance with the release of a new version of the software, the phone will become even better and faster. The phone meets expectations"
207,2070202,877,767,2010-08-16,"Ну в общем присматривался месяц, читал отзывы. Вроде и по цене нормально, и по функциональности. Сначала был рад...а потом начал замечать недостатки...все в нем хорошо, кроме экрана. Экран сделан как то не самым лучшим образом, грузанул туда рисунки свои (я художник), и так некачественно это все, что возникает вопрос - это случаем не формат png размером в 30 килобайт??? Видео немножко подвисает и пропускает кадры, заметил такое при воспроизведении форматов mpg и wmv. А так вроде норм. Телик там вообще лишнее.",4,positive,"Well, I spent a month looking at it, reading reviews. It seemed to be ok in terms of price and functionality. At first I was happy... and then I started noticing the shortcomings... everything is good except the screen. The screen is not the best made, I loaded my drawings there (I&#39;m an artist), and it&#39;s all so poor quality that the question arises - is this by any chance a png format of 30 kilobytes??? The video freezes a little and drops frames, I noticed this when playing mpg and wmv formats. Otherwise it seems ok. The TV is completely unnecessary there."
302,3020201,1600,1217,2013-09-08,Динамичный фильм. Лучшие рекомендации для домашнего кинотеатра! Берите не пожалеите!,5,positive,"Dynamic film. The best recommendations for home cinema! Take it, you won&#39;t regret it!"
407,4070301,80,1168,2010-12-20,"для тех, кто просто разогревает, размораживает и готовит на скорую руку - просто идеально! очень довольна!",5,positive,"for those who just heat up, defrost and cook quickly - just perfect! very happy!"
207,2070202,1008,109,2010-08-07,"Плеер очень нравится. У меня не было никаких поломок. Звук отличный. Переключение встряхиванием выключается автоматически, когда плеер заблокировался. Очень удобно. Сенсор хорошо работает. Не обращайте внимание на плохие отзывы и смело покупайте)",5,positive,I really like the player. I haven&#39;t had any breakdowns. The sound is excellent. Shaking switches off automatically when the player is locked. Very convenient. The sensor works well. Don&#39;t pay attention to the bad reviews and buy it with confidence)
404,4040204,879,656,2013-02-19,"Приобрёл пару месяцев назад, так как дом находится рядом с дорогой и постоянно дома какая то сажа и пыль, дышать не выносимо было. В магазине много моей но меня привлекла именно это, необычный дизай он мне приглянулся сразу, продавец очень подробно мне описал все функции и я остановился именно на этой модели. После 2 недель использования пыли в доме стало гораздо меньше, самое что приятное это ночной режим, теперь засыпаю быстро, действительно в доме воздух загрязнён, когда сливаешь воду она чёрная..Мойка оправдала себя полностью. Доволен очень!",5,positive,"I bought it a couple of months ago, since the house is next to the road and there is always some kind of soot and dust at home, it was unbearable to breathe. There are a lot of mine in the store but this one attracted me, the unusual design caught my eye right away, the seller described all the functions to me in great detail and I settled on this model. After 2 weeks of use, there was much less dust in the house, the most pleasant thing is the night mode, now I fall asleep quickly, the air in the house is really polluted, when you drain the water it is black. The sink has fully justified itself. I am very happy!"
403,4030101,49,2281,2009-12-01,"хотелось бы новшество в дизайне, а так, что можно сказать, хорошенькая машинка, скромная...",4,positive,"I would like some innovation in the design, but what can I say, it&#39;s a nice little car, modest..."
410,4100301,64,2815,2016-08-01,"В покупке ни разу не расстроился, мелет мелко,индикация есть. А самое главное это съемная чаша, можно без проблем высыпать кофе или ее помыть!",5,positive,"I was never disappointed with the purchase, it grinds finely, there is an indicator. And the most important thing is the removable bowl, you can easily pour out the coffee or wash it!"
411,4110104,11,2815,2017-07-04,всё на 5,5,positive,everything is 5
401,4010401,709,576,2013-05-26,"Пользуюсь год. Через пару месяцев начались проблемы с е3, пищала и не мыла. Оказалось просто соль закончилась. Сейчас сыплю ее по ложке перед моикой, все отлично. Тарелки, кружки, сковородки отмывает отлично, а вот на кастрюлях оставляет полосу покуда жидкость была.&nbsp;",4,positive,"I&#39;ve been using it for a year. After a couple of months, problems with the e3 started, it beeped and didn&#39;t wash. It turned out that the salt simply ran out. Now I sprinkle it by the spoonful before washing, everything is fine. It washes plates, mugs, and pans perfectly, but it leaves a streak on pots while there was liquid."
401,4010101,48,1225,2017-06-05,Быстрая готовка.Механическое управление.Надёжность.Не китай.,4,positive,Fast cooking. Mechanical control. Reliability. Not Chinese.
406,4061001,617,257,2016-03-21,"Вообще мне по душе обычные чайники, но получила в подарок я термопот, гораздо вместительнее чайника. Меня в принципе запах пластмассы вообще не сильно задевает, но от него и не пахло пластиком. Кипятит дольше чем чайник, но при этом поддерживает температуру долго. Подарили год назад и я очень рада. Хотя мне кажется, что больше для офиса, но у нас в семье 5 человек, свой мини-офис.)",5,positive,"In general, I like regular teapots, but I received a thermo pot as a gift, it is much more capacious than a teapot. In principle, the smell of plastic does not bother me much, but it did not smell of plastic either. It boils longer than a teapot, but maintains the temperature for a long time. I was given it a year ago and I am very happy. Although it seems to me that it is more for the office, but we have 5 people in the family, our own mini-office.)"
403,4030101,80,2199,2010-09-17,"Приобрела пару дней назад, при одном ее взгляде видно, что дизайн хорош а ее функции превосходят все ожидания. Машина эта шикарна, стирает без шумно и качественно. По крайней мере я довольна своим приобретение.",5,positive,"I bought it a couple of days ago, at one glance it is clear that the design is good and its functions exceed all expectations. This machine is gorgeous, it washes quietly and efficiently. At least I am happy with my purchase."
107,1070902,11,936,2009-11-05,"В целом неплохой аппарат. Всё портит отсутствие принудительного включения формата изображения 4:3 для стандартного просмотра эфирного телевидения без искажений пропорций передаваемого изображения. Хотя в инструкции по эксплуатации заявлена данная опция в меню телевизора. Но в реальности, к сожалению, этого нет. Если включить функцию ""автоформат"", то размер картинки постоянно перестраивается несколько раз в минуту при просмотре кинофильмов по телевизионным каналам и других тв-программ. Такой пустячок всё впечатление портит. Совет - проверяйте всё сами и не доверяйте инструкциям...",4,positive,"Overall, it&#39;s a good device. The only downside is the lack of a forced 4:3 image format for standard viewing of broadcast television without distorting the proportions of the transmitted image. Although the operating instructions state this option in the TV menu. But in reality, unfortunately, it is not there. If you turn on the &quot;auto format&quot; function, the image size is constantly rebuilt several times a minute when watching movies on TV channels and other TV programs. Such a trifle spoils the whole impression. Advice - check everything yourself and do not trust the instructions..."
205,2050201,13,1225,2010-05-15,"-при переключении с одной симки на другую,перезагрузка телефона, просто бесит (хотя в характеристиках пишут обратное)  Валентина (Бийск)  Внимательно нужно читать инструкции или воспользоваться горячей линией самсунг, если плохо с головой и руками:   В этом телефоне два радиомодуля и они работают одновременно - ничего перезагружать не нужно! Справа, на корпусе, есть кнопка переключения между симкартами, но нажимать её нужно после того, как вы нажали кнопку вызов (с зеленой трубкой). Индикация работы и переключения между симкартами слева, вверху на экране телефона(нужная симка подсвечивается белым прямоугольником)    ""нет шнура и дика с ПО"" это плохо, но хуже того - отсутствует USB порт.    ""при удалении с блютуз-гарнитурой из зоны телефона не всегда подключает ее обратно при входе в зону"" Да, работа этой функции не продумана.    От себя добавлю: Нет горячей замены карты памяти, экран хороший, но на солнце ""слепнет"", камеру можно было вообще не ставить, чем иметь такую. Аккумулятор держит заряд неделю. Компактный. Качество связи, громкость звонка - на высоте.",4,positive,"- when switching from one SIM card to another, the phone reboots, it&#39;s just annoying (although the specifications say the opposite) Valentina (Biysk) You need to carefully read the instructions or use the Samsung hotline if you&#39;re weak in the head and hands: This phone has two radio modules and they work simultaneously - you don&#39;t need to reboot anything! On the right, on the case, there is a button for switching between SIM cards, but you need to press it after you press the call button (with a green handset). Indication of operation and switching between SIM cards on the left, at the top of the phone screen (the desired SIM card is highlighted with a white rectangle) &quot;no cord or software stick&quot; is bad, but worse - there is no USB port. &quot;when removing the Bluetooth headset from the phone&#39;s zone, it does not always connect it back when entering the zone&quot; Yes, this function is not thought out. I will add on my own: There is no hot swap of the memory card, the screen is good, but it &quot;blinds&quot; in the sun, you could not have installed the camera at all, than to have one. The battery holds a charge for a week. Compact. The quality of communication, the volume of the call - at a high level."
107,1070907,13,2009,2010-09-14,супер!!!,5,positive,super!!!
205,2050101,455,1087,2009-09-23,КПК супер! прочный и надежный!,5,positive,The PDA is super! Durable and reliable!
402,4020501,15,1983,2010-09-24,"Холодильник данной модели просто супер. Пользуюсь 6,5 лет",5,positive,The refrigerator of this model is just super. I have been using it for 6.5 years.
203,2030201,1006,2668,2009-09-03,"Отличный нет-бук со всеми необходимыми функциями. недавно приобрели - очень нравится. Удобный, лёгкий и занимает мало места.",5,positive,"Excellent netbook with all necessary functions. Recently purchased - really like it. Convenient, lightweight and takes up little space."
205,2050201,11,2923,2009-08-09,-Стильный дизайн  -Зарядка от сети и компьютера через юсб  -Есть читалка для книг  -Для телефона хорошее качество фото- и видеосъемки    -Батарея работает (при разговоре 2 минуты в день) максимум 4 дня  -Слабенькие наушники  -Интуитивно меню сложноватое    В целом аппарат хороший.  Твердая четверка,4,positive,"- Stylish design - Charging from the network and computer via USB - There is a reader for books - For a phone, good quality photo and video shooting - The battery works (with a conversation of 2 minutes per day) for a maximum of 4 days - Weak headphones - The menu is intuitively complicated Overall, the device is good. A solid four"
406,4061001,759,1440,2017-01-18,"Стальной, закрытая спираль, гарантия 3 года",4,positive,"Steel, closed coil, 3 year warranty"
109,1090211,13,49,2010-01-22,"Тебя убило отсутствие видео выхода? Фотик подключается к ТВ по мини юсб, тот, который за резиновой заглушкой!",5,positive,"Did the lack of a video output kill you? The camera connects to the TV via mini USB, the one behind the rubber plug!"
219,3050101,1542,394,2016-11-06,Понравился геймплей! Графика качественная сюжет интересный!,5,positive,"I liked the gameplay! The graphics are high quality, the plot is interesting!"
413,4130101,76,2656,2010-04-15,Очень хорошие весы!!! Всем рекомендую! Цена и качество 5 баллов!!!,5,positive,Very good scales!!! I recommend to everyone! Price and quality 5 points!!!
504,5040101,1535,485,2017-05-20,"Легкий и удобный корпус, удобно снимать и одевать контейнер. Чистит хорошо.",5,positive,"Light and convenient body, easy to remove and put on the container. Cleans well."
205,2050101,93,1913,2010-01-15,"Коммуникатор неплохой, у меня уже две недели. Плюсы: стильный дизайн, большой экран, хороший набор функций для бюджетной модели и новая ОС 6,5. В минусах, естественно, отсутствие Wi-fi и не очень качественная камера. В общем коммуникатор неплохой. Лучше покупать белый вариант - на нём меньше остаются отпечатки пальцев.",4,positive,"The communicator is not bad, I have had it for two weeks. Pros: stylish design, large screen, good set of functions for a budget model and new OS 6.5. Cons, of course, lack of Wi-Fi and not very high-quality camera. In general, the communicator is not bad. It is better to buy the white version - less fingerprints remain on it."
219,3050101,1542,265,2010-09-28,"Этой игре надо давать золото! Действия разворачиваются в будущем: куча прибамбасов, оружие, устройства, особенно корабль. Игра ближе к концу становится просто отпад. Я в конце даже прослезился. Кстати, обратите внимание на Хранителей: потом обалдеете что они сделают =)  Если 1 часть пройдете - уже не оторветесь, захотите узнать что все-таки произошло дальше. А продолжение самое необычное =)  Вот теперь мучайтесь=)  (Перенесите последние сохранение первой части во вторую часть история будет развиваться точнее)",5,positive,"This game should be given gold! The action takes place in the future: a bunch of gadgets, weapons, devices, especially the ship. The game towards the end just gets awesome. I even cried at the end. By the way, pay attention to the Guardians: you will be amazed at what they will do =) If you complete the first part - you will not tear yourself away, you will want to know what happened next. And the sequel is the most unusual =) Now suffer =) (Transfer the last save of the first part to the second part, the story will develop more accurately)"
517,5170102,146,2815,2013-06-01,"Когда в Торговом Центре открылся М-Видео, то купил (лет8 назад) этот термос (1,5л.). Термос достоин всяческих похвал, служит до сих пор, где только не побывал, но качество - премиальное. Хотел товарищу купить на день рождения (он с китайскими намучился), но цена сильно выросла. Это плохо. Но все равно куплю, т.к. качество и функциональность пока не сравнимо ни с чем.",5,positive,"When M-Video opened in the Shopping Center, I bought (about 8 years ago) this thermos (1.5 l). The thermos is worthy of all praise, it still serves, it has been everywhere, but the quality is premium. I wanted to buy it for a friend&#39;s birthday (he had a hard time with Chinese ones), but the price has increased significantly. This is bad. But I will still buy it, because the quality and functionality are not comparable to anything else."
515,5150101,1453,1105,2009-11-25,"Наушники отличные, но отработали всего 2 месяца, после чего один из динамиков просто перестал воспроизводить звук. Несу в гарантию",4,positive,"The headphones are great, but they only worked for 2 months, after which one of the speakers simply stopped playing sound. I&#39;m taking them under warranty"
406,4061101,76,257,2012-08-13,"Долго думала, прежде чем купить фритюрницу. Ребенок очень любит картошку фри, а в Макдональдсе она не очень полезная. Дождалась наконец скидок и купила! Если картошку порезать тонкими ломтиками и класть не мокрую, то получается нормальный картофель фри! Даже делала сладкий картофель с соусом терияки и получилось как в Якитории. Обязательно попробую приготовить какие-нибудь мясные рецепты. Из минусов - довольно громоздкая, во время готовки шумит. А так - отличная вещь!",4,positive,"I thought for a long time before buying a deep fryer. My child loves French fries, and McDonald&#39;s doesn&#39;t have them very healthy. I finally waited for the discounts and bought one! If you cut the potatoes into thin slices and put them in when they&#39;re not wet, you get normal French fries! I even made sweet potatoes with teriyaki sauce and it turned out like in Yakitoria. I&#39;ll definitely try to cook some meat recipes. The downside is that it&#39;s quite bulky and makes noise while cooking. But otherwise, it&#39;s a great thing!"
304,3040104,1,767,2010-11-20,отличная игра и великолепная приставка!),5,positive,great game and great console!)
401,4010101,13,2589,2012-11-21,"Купила в июле 2012 г. Оценка плите 5+! Греет быстро, чистится отлично. Нет окантовок по краям модели, так же плюс.",5,positive,"I bought it in July 2012. I give the stove a 5+ rating! It heats up quickly and is easy to clean. There are no edgings around the edges of the model, which is also a plus."
303,3030501,1542,2498,2011-07-07,"Игра просто мега взрыв!!!Покупать всем срочно, тем более она только на плойке, на других платформах вы её не найдёте, эта игра должна быть у каждого в коллекции!!!  Графика: 5  Сюжет: 5  Управление: 5",5,positive,"The game is just a mega explosion!!! Everyone should buy it urgently, especially since it is only on the PlayStation, you will not find it on other platforms, this game should be in everyone&#39;s collection!!! Graphics: 5 Plot: 5 Controls: 5"
205,2050201,656,2112,2010-07-04,"Пользуюсь три недели. Взял серебрянного цвета. Достоинства: Хороший дизайн; многозадачность (можно сворачивать запущенные приложения); звук при разговоре с собеседником хороший (встречал отзывы, что плохо слышно собеседника, но похоже исправили. В моём телефоне была последняя прошивка R1HA035); фото камера хорошая, по сравнению с SE Z710 небо и земля (шумов практически нет); качество сборки; можно устанавливать темы и свою создать (софт на сайте SE), для SE это само собой разумеющееся, но не у других телефонов (у самсунга три предустановленные темы и хоть плач, но пользуйся ими); можно назначать рингтоны и фотки на контакты прямо с карты памяти, без копирования в память телефона, для SE это само собой разумеющееся, но не у других телефонов (у самсунга надо копировать в память телефона - меня это шокировало (карта 8Гб, телефон 20Мб)); логика меню мне понятна и кажется естественной; можно использовать карту MicroSD.     Недостатки: клавиатура не очень удобная; подсветку клавиш нельзя отключить (хоть она и отдельная от дисплея), днём не видно надписи на кнопках (у меня серебристый телефон); нет фотовспышки (подсветки камеры); второй динамик(громкий) хуже чем у SE Z710 (но не совсем плох); кнопки громкости на боку не удобные; наушники в комплекте действительно плохие (на рисунке на коробке кажется, что у них есть кнопка принять вызов, но её нет), у меня остались наушники от SE Z710 - они намного лучше звучат; также кабель ЮСБ остался от SE Z710 - подходит, а в комплекте нет его; нет стандартного разъёма под наушники и миниЮСБ.    Резюме: SE в очередной раз порадовали меня. У этого аппарата чувствуется душа, при пользовании им чувствуешь свободу (как в ГТА СА).",4,positive,"I&#39;ve been using it for three weeks. I got the silver version. Pros: Good design; multitasking (you can minimize running applications); good sound when talking to the other person (I&#39;ve seen reviews that it&#39;s hard to hear the other person, but it seems to have been fixed. My phone had the latest firmware R1HA035); good photo camera, compared to SE Z710 it&#39;s like heaven and earth (there&#39;s practically no noise); build quality; you can install themes and create your own (software on the SE website), which is a given for SE, but not for other phones (Samsung has three preinstalled themes, and you can use them no matter how much you cry); you can assign ringtones and photos to contacts directly from the memory card, without copying them to the phone&#39;s memory, which is a given for SE, but not for other phones (Samsung requires copying them to the phone&#39;s memory - it shocked me (8GB card, 20MB phone)); the menu logic is clear to me and seems natural; You can use a MicroSD card. Disadvantages: the keyboard is not very comfortable; the backlight of the keys cannot be turned off (even though it is separate from the display), the inscriptions on the buttons are not visible during the day (I have a silver phone); there is no flash (camera backlight); the second speaker (loud) is worse than that of the SE Z710 (but not completely bad); the volume buttons on the side are not comfortable; the headphones in the kit are really bad (in the picture on the box it seems that they have a button to accept a call, but it is not there), I still have headphones from the SE Z710 - they sound much better; also, the USB cable was left over from the SE Z710 - it fits, but it is not in the kit; there is no standard jack for headphones and mini-USB. Summary: SE has pleased me once again. This device has a soul, when using it you feel freedom (like in GTA SA)."
103,1030105,1,767,2010-09-26,"Отличный саб стоит своих денег это 100% !!! Стоит в 9ке усел blaupunkt GTA 475 в мосту 300 вт , качает так что волосы дыбом стоят , давление приличное, басс четкий не размазаный , очень удобный корпус занимает не большое пространство . Я им очень доволен всем советую!!!",5,positive,"Excellent subwoofer, worth its money, 100%!!! I have a Blaupunkt GTA 475 in the 9th, 300 W bridge, pumps so much that your hair stands on end, decent pressure, clear bass, not smeared, very convenient case, does not take up much space. I am very happy with it, I recommend it to everyone!!!"
107,1070903,11,3142,2009-12-17,"после месяца использования телевизора понял, что я ошибался( предыдущий отзыв) телевизор в качестве монитора для просмотра фильмов в HD качестве 5+, кабельное 4 (каналы переключает быстро), sps 3 5+.  Но..... Звук отстойный, на некоторых каналах динамики сильно хрипят...    Помогите!!! Как обновить прошивку?? скачал с оф сайта, залил на флэшку, вставил в тв и.... дальше что????  заранее благодарен.",5,positive,"After a month of using the TV, I realized that I was wrong (previous review) the TV as a monitor for watching movies in HD quality is 5+, cable 4 (changes channels quickly), SPS 3 5+. But..... The sound is crap, on some channels the speakers wheeze loudly... Help!!! How to update the firmware?? I downloaded it from the official site, uploaded it to a flash drive, inserted it into the TV and.... what next???? Thanks in advance."
403,4030101,57,1538,2015-05-08,"Приобрели в 2014году. Идеально подходит для маленьких ванных комнат. Удобные режимы стирки. Очень понравилось наличие режима спорт, удобно стирать обувь. Проста в использовании. Один минус - случались пару раз программные сбои и вместо положенных 40минут стирки крутила 2,5 часа. Вызвали мастера, запустили, а при мастере программа сама заработала)) Сейчас все отлично работает, стираем часто(больше семи раз в неделю)",4,positive,"Purchased in 2014. Ideal for small bathrooms. Convenient washing modes. I really liked the presence of the sport mode, it is convenient to wash shoes. Easy to use. One minus - there were a couple of times software failures and instead of the required 40 minutes of washing, it ran for 2.5 hours. We called a repairman, started it, and with the repairman the program itself started working)) Now everything works great, we wash often (more than seven times a week)"
205,2050201,656,2127,2009-09-07,"лучший телефон, который у меня когда либо был... великолепный звук, дизайн и качество",5,positive,"best phone i have ever had...great sound, design and quality"
413,4130401,63,2562,2011-01-17,"Я вчера приобрела себе электрощипцы Rowenta CF 3150FO и мне они сразу очень понравились.Причем то что я смотрела в магазине,немного отличается от содержимого коробки.Они выглядят намного лучше,и пользоваться легче. Недостатков пока не заметила.",4,positive,Yesterday I bought myself a Rowenta CF 3150FO hair curling iron and I liked them right away. What I saw in the store is slightly different from the contents of the box. They look much better and are easier to use. I haven&#39;t noticed any drawbacks yet.
